x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y
1.4982491860270657,0.17153276617605218,1.5143463539332567,1.5002749747150126,1.8119120501573045,0.8815001174362882,0.15703133784317602,1.70871217734595,1.822387982381325,1.1103714919795624,1.7656562707195793,1.5820864775020973,1.8592916799503023,1.078369767353202,1.4378328430600575,1.3707004515427692,1.1698543829390469,0.9731826628979692,0.7491173663273756,1.3051766383961865,3.4771988007711916
0.2846538907412881,0.07645043348811886,1.559473847782413,1.7975531992671305,0.7262853575597319,0.3401620787870996,0.6441495415546872,0.6293053308071328,0.8337053077653751,1.0293932647691149,1.4649160314729972,0.4392133197944892,1.6411809519699225,1.242975779396389,1.2884981952741372,1.9010848710598998,0.3104739419763556,1.750079606295595,1.0674512263294058,1.7081639276113034,-3.065753581205042
0.14481765399379443,0.5591866578594944,0.730730095693638,0.0948684779688076,1.5274645268314844,0.20089268363757196,0.029938915880276085,0.9016163952715777,0.2922601092666328,0.9834975983734564,1.5929262531000852,1.973988303259093,0.24681871154784196,1.3744798714086934,1.1123356162559865,0.5916328920489016,1.3947887227535758,1.6953584316086538,1.5604662183880615,0.1883735542502536,5.600860922884159
0.43805565118841105,0.4362741436330575,1.1856788798630764,0.3339355035611893,1.844963660395116,1.036939084528195,0.2050446406828781,0.15256870755002616,1.4708382768915893,1.93709369810626,1.406951180032875,0.6345714305980836,1.8123680599792706,1.0883245518933842,0.854536874699555,0.36700516844298936,1.3232972130825882,0.15156474126595887,0.8909147127594075,1.7758682567694872,3.4873681011979203
1.5849651231507276,0.35005302062850596,1.497921664936747,1.1233070676488046,1.0962421766289878,0.7439354789556551,0.2734490957774671,0.7810801613072953,0.2614606957571153,0.906329043879053,1.495179355294887,1.6308043108516954,1.3267188508031889,0.5632623118650635,0.42789147863805277,1.4429221457715764,1.7693701614294763,1.3981067658950248,1.0475212407706433,1.978541085995255,5.879154564318975
0.323476853716248,1.4350267679878603,1.7646549387964123,0.31659748454499104,0.8766105060764036,0.5621484091008755,1.6273857864359291,1.0056682217655668,0.6374984844355502,1.5460378779572153,1.2788513410695648,0.7235890140250527,0.6054763800162537,0.13778503500646067,0.4935295457739053,1.7422091948258405,0.07772784710134806,0.46185871032337644,1.8780949499596322,1.0779031436838409,4.990098125803943
1.0967639147938402,1.5413462926718826,0.5902651863351851,1.8226282393665172,1.2486382356190149,1.5587288960399917,1.656245825050489,0.08523435976028249,0.3095005765977188,1.492811354038254,0.05146763928777509,1.7610969643018874,1.1012680057565432,1.078671741657295,0.9972806700741748,0.3537814461705573,0.98244677664532,1.9724554982250895,0.9301323439953053,0.14166622965310816,7.108605926472305
0.2354847090135428,1.5153535932830664,0.6848245515580671,1.736166122623625,0.1542388245721702,0.8637760353249271,0.7686314735866173,0.017325679446799747,0.5180505127841744,0.6880895343454971,1.2990952635032553,0.5326488800203117,1.0186908865952171,1.6459437583120422,0.40306477422427767,0.4754818186826115,0.5946278642081062,0.8048961720895442,1.7949901396708767,0.866111319224337,-4.649159878636411
1.1609736144806908,0.4442657889960451,0.4125578151004645,1.2156124428625235,1.1961597608320718,0.7148672580179243,0.6943003244310155,1.4428832519740313,0.969565849215432,1.9525338255944598,1.3899449028699726,1.2457333262300063,1.201385703870317,0.9802457842346481,1.3733215482816439,0.4725856353948077,1.589956166074713,0.21078468305570364,1.450569817646278,0.7063342391491101,2.7420397255833358
0.7085602181710189,1.176928347231762,1.074938364765468,0.853276028688434,1.3319760526534596,1.9148225910544205,0.10252955490006221,0.42248263647602746,0.17687053162089228,0.8615658667898498,0.45188961465583133,0.696790908727388,1.2078010763429512,1.800993502992111,0.9445684419792404,0.21393708771303288,1.9746531252217647,1.288163763583662,0.30180219775763484,1.2259209185531776,-1.9580680286581267
